Plot_ID,Row,ID,Raceme_ID,No_Floral_Units,Plant_Species,Subplot_Type,Volume_Absolute,Concentration_Absolute,Concentration_AverageBlanks,Sugar_Absolute
41,6,100,46,2,Lathyrus,Roofed,7.21875,0.47060172,0.47060172,3.397156166
41,6,101,46,2,Lathyrus,Roofed,7.1875,0.331685964,0.331685964,2.383992866
42,6,109,49,3,Lathyrus,Control,5.625,0.376630584,0.376630584,2.118547035
36,6,526,281,2,Lathyrus,Control,3.828125,0.47060172,0.47060172,1.801522209
36,6,240,119,2,Lathyrus,Roofed,6.875,0.23376176,0.23376176,1.6071121
36,6,523,279,2,Lathyrus,Drought,3.4375,0.463703219,0.463703219,1.593979815
42,6,585,308,1,Lathyrus,Roofed,2.5,0.622450022,0.622450022,1.556125054
41,6,103,47,4,Lathyrus,Control,2.34375,0.570320654,0.570320654,1.336689033
41,6,102,47,4,Lathyrus,Control,2.5,0.484486832,0.484486832,1.21121708
41,6,873,448,2,Lathyrus,Roofed,1.875,0.498490314,0.498490314,0.934669339
36,6,241,119,2,Lathyrus,Roofed,2.8125,0.288040922,0.288040922,0.810115093
36,6,627,328,3,Lathyrus,Roofed,2.34375,0.33802599,0.33802599,0.792248414
41,6,104,47,4,Lathyrus,Control,1.40625,0.52685666,0.52685666,0.740892178
36,6,236,117,4,Lathyrus,Control,2.109375,0.32537246,0.32537246,0.686332533
36,6,644,341,2,Lathyrus,Drought,1.5625,0.429645924,0.429645924,0.671321756
36,6,524,280,2,Lathyrus,Drought,2.03125,0.288040922,0.288040922,0.585083123
36,6,643,341,2,Lathyrus,Drought,0.953125,0.484486832,0.484486832,0.461776512
42,6,257,133,2,Lathyrus,Control,1.40625,0.32537246,0.32537246,0.457555022
36,6,521,278,3,Lathyrus,Roofed,1.5625,0.2758032,0.2758032,0.4309425
42,6,256,133,2,Lathyrus,Control,1.328125,0.306589745,0.306589745,0.407189505
42,6,106,48,2,Lathyrus,Roofed,1.640625,0.221971397,0.221971397,0.364171822
42,6,594,312,1,Lathyrus,Roofed,0.78125,0.45683391,0.45683391,0.356901492
36,6,628,329,2,Lathyrus,Drought,1.25,0.26366676,0.26366676,0.32958345
36,6,692,369,4,Lathyrus,Roofed,1.5625,0.20446641,0.20446641,0.319478766
41,6,254,131,3,Prunella,Control,0.515625,0.54122166,0.54122166,0.279067418
39,6,243,124,10,Prunella,Drought,0.703125,0.396301742,0.396301742,0.278649662
36,6,82,35,1,Lathyrus,Roofed,1.125,0.245649668,0.245649668,0.276355876
39,6,245,124,10,Prunella,Drought,0.390625,0.607397274,0.607397274,0.23726456
36,6,238,118,4,Lathyrus,Drought,0.9375,0.251630534,0.251630534,0.235903626
42,6,587,309,9,Prunella,Drought,0.828125,0.2758032,0.2758032,0.228399525
41,6,620,325,6,Prunella,Drought,0.953125,0.23376176,0.23376176,0.222804178
42,6,588,309,9,Prunella,Drought,0.34375,0.645270444,0.645270444,0.221811715
41,6,253,131,3,Prunella,Control,0.375,0.585056784,0.585056784,0.219396294
36,6,237,118,4,Lathyrus,Drought,0.46875,0.45683391,0.45683391,0.214140895
39,6,244,124,10,Prunella,Drought,0.5625,0.376630584,0.376630584,0.211854704
40,6,609,321,5,Onobrychis,Roofed,0.328125,0.645270444,0.645270444,0.211729364
39,6,248,125,4,Prunella,Roofed,0.578125,0.33802599,0.33802599,0.195421275
41,6,874,448,2,Lathyrus,Roofed,0.46875,0.416223612,0.416223612,0.195104818
36,6,235,117,4,Lathyrus,Control,0.625,0.300380994,0.300380994,0.187738121
36,6,693,369,4,Lathyrus,Roofed,0.9375,0.18717489,0.18717489,0.175476459
40,6,610,321,5,Onobrychis,Roofed,0.3515625,0.484486832,0.484486832,0.170327402
39,6,904,463,17,Prunella,Drought,0.5,0.312824484,0.312824484,0.156412242
39,6,247,125,4,Prunella,Roofed,0.296875,0.52685666,0.52685666,0.156410571
36,6,689,368,10,Prunella,Drought,0.40625,0.383160002,0.383160002,0.155658751
41,6,252,131,3,Prunella,Control,0.375,NA,0.4099,0.1537125
41,6,619,325,6,Prunella,Drought,0.5625,0.269722387,0.269722387,0.151718842
42,6,107,49,3,Lathyrus,Control,0.625,0.221971397,0.221971397,0.138732123
36,6,234,117,4,Lathyrus,Control,0.234375,0.548450084,0.548450084,0.128542988
40,6,611,321,5,Onobrychis,Roofed,0.34375,0.350786142,0.350786142,0.120582736
38,6,92,39,2,Onobrychis,Drought,0.296875,0.38971701,0.38971701,0.115697237
41,6,250,130,3,Prunella,Drought,0.28125,NA,0.4099,0.115284375
38,6,86,37,3,Onobrychis,Roofed,0.234375,0.484486832,0.484486832,0.113551601
36,6,690,368,10,Prunella,Drought,0.28125,0.383160002,0.383160002,0.107763751
40,6,95,44,2,Lathyrus,Roofed,0.46875,0.21611246,0.21611246,0.101302716
39,6,622,327,9,Onobrychis,Control,0.15625,0.645270444,0.645270444,0.100823507
36,6,694,369,4,Lathyrus,Roofed,0.46875,0.20446641,0.20446641,0.09584363
37,6,651,344,13,Onobrychis,Roofed,0.15625,0.59991876,0.59991876,0.093737306
37,6,652,344,13,Onobrychis,Roofed,0.15625,0.59991876,0.59991876,0.093737306
41,6,251,130,3,Prunella,Drought,0.21875,NA,0.4099,0.089665625
42,6,586,309,9,Prunella,Drought,0.328125,0.26366676,0.26366676,0.086515656
36,6,625,328,3,Lathyrus,Roofed,0.46875,0.181457864,0.181457864,0.085058374
38,6,88,37,3,Onobrychis,Roofed,0.1875,0.44999366,0.44999366,0.084373811
39,6,246,125,4,Prunella,Roofed,0.203125,NA,0.4099,0.083260938
40,6,660,349,1,Onobrychis,Drought,0.453125,0.181457864,0.181457864,0.082223095
36,6,691,368,10,Prunella,Drought,0.25,0.300380994,0.300380994,0.075095249
39,6,624,327,9,Onobrychis,Control,0.125,0.59991876,0.59991876,0.074989845
36,6,83,36,5,Lathyrus,Control,0.34375,0.21611246,0.21611246,0.074288658
41,6,249,130,3,Prunella,Drought,0.171875,NA,0.4099,0.070451563
37,6,649,343,2,Onobrychis,Drought,0.1015625,0.645270444,0.645270444,0.065535279
39,6,613,322,6,Onobrychis,Roofed,0.203125,0.312824484,0.312824484,0.063542473
36,6,520,278,3,Lathyrus,Roofed,0.15625,NA,0.3729,0.058265625
39,6,905,463,17,Prunella,Drought,0.21875,0.251630534,0.251630534,0.055044179
39,6,655,347,4,Onobrychis,Drought,0.109375,NA,0.4623,0.050564063
42,6,593,311,2,Onobrychis,Roofed,0.1015625,0.45683391,0.45683391,0.046397194
37,6,648,343,2,Onobrychis,Drought,0.0703125,0.645270444,0.645270444,0.045370578
38,6,653,345,1,Prunella,Roofed,0.09375,0.463703219,0.463703219,0.043472177
39,6,768,403,9,Onobrychis,Roofed,0.09375,NA,0.4623,0.043340625
40,6,657,348,7,Onobrychis,Control,0.078125,0.512613234,0.512613234,0.040047909
38,6,93,39,2,Onobrychis,Drought,0.078125,0.505536778,0.505536778,0.039495061
42,6,592,311,2,Onobrychis,Roofed,0.0859375,0.45683391,0.45683391,0.039259164
39,6,654,347,4,Onobrychis,Drought,0.078125,NA,0.4623,0.036117188
39,6,623,327,9,Onobrychis,Control,0.0546875,0.645270444,0.645270444,0.035288227
38,6,89,38,7,Onobrychis,Control,0.0703125,NA,0.4623,0.032505469
40,6,658,348,7,Onobrychis,Control,0.0625,0.512613234,0.512613234,0.032038327
39,6,614,322,6,Onobrychis,Roofed,0.09375,0.312824484,0.312824484,0.029327295
41,6,621,325,6,Prunella,Drought,0.0625,NA,0.4099,0.02561875
39,6,769,403,9,Onobrychis,Roofed,0.046875,NA,0.4623,0.021670313
39,6,771,404,5,Onobrychis,Drought,0.046875,NA,0.4623,0.021670313
38,6,87,37,3,Onobrychis,Roofed,0.15625,0.131031913,0.131031913,0.020473736
39,6,656,347,4,Onobrychis,Drought,0.03125,NA,0.4623,0.014446875
39,6,770,403,9,Onobrychis,Roofed,0.03125,NA,0.4623,0.014446875
39,6,906,463,17,Prunella,Drought,0.03125,NA,0.4099,0.012809375
38,6,90,38,7,Onobrychis,Control,0.0234375,NA,0.4623,0.010835156
37,6,650,344,13,Onobrychis,Roofed,0.015625,0.59991876,0.59991876,0.009373731
40,6,659,348,7,Onobrychis,Control,0.015625,0.512613234,0.512613234,0.008009582
42,6,589,310,3,Onobrychis,Control,0.0625,0.125540724,0.125540724,0.007846295
38,6,91,38,7,Onobrychis,Control,0.015625,NA,0.4623,0.007223438
38,6,646,342,6,Onobrychis,Control,0.015625,NA,0.4623,0.007223438
39,6,765,402,3,Onobrychis,Drought,0.015625,NA,0.4623,0.007223438
42,6,591,310,3,Onobrychis,Control,0.0390625,0.125540724,0.125540724,0.004903935
39,6,612,322,6,Onobrychis,Roofed,0.015625,0.312824484,0.312824484,0.004887883
33,5,465,241,5,Lathyrus,Control,4.0625,0.350786142,0.350786142,1.425068702
32,5,347,180,3,Lathyrus,Control,3.4375,0.38971701,0.38971701,1.339652222
30,5,342,178,3,Lathyrus,Control,2.1875,0.505536778,0.505536778,1.105861701
34,5,365,192,2,Lathyrus,Control,2.96875,0.370128623,0.370128623,1.098819348
32,5,353,183,1,Lathyrus,Control,3.28125,0.331685964,0.331685964,1.088344569
30,5,344,178,3,Lathyrus,Control,2.34375,0.44999366,0.44999366,1.054672639
34,5,335,172,4,Lathyrus,Control,2.8125,NA,0.3729,1.04878125
32,5,346,180,3,Lathyrus,Control,2.65625,0.370128623,0.370128623,0.983154154
34,5,339,175,1,Lathyrus,Drought,4.765625,0.20446641,0.20446641,0.974410235
30,5,343,178,3,Lathyrus,Control,1.875,0.484486832,0.484486832,0.90841281
34,5,332,171,1,Lathyrus,Drought,3.125,0.26366676,0.26366676,0.823958625
34,5,336,174,5,Lathyrus,Control,1.09375,0.637631285,0.637631285,0.697409218
34,5,362,191,2,Lathyrus,Drought,1.875,0.363653984,0.363653984,0.68185122
34,5,565,299,1,Lathyrus,Drought,1.484375,0.45683391,0.45683391,0.678112835
32,5,322,166,3,Lathyrus,Drought,3.203125,0.210277509,0.210277509,0.673545146
34,5,899,460,3,Lathyrus,Drought,3.125,0.192915234,0.192915234,0.602860106
34,5,364,192,2,Lathyrus,Control,2.34375,0.251630534,0.251630534,0.589759064
33,5,479,251,1,Lathyrus,Control,1.875,0.312824484,0.312824484,0.586545908
32,5,348,180,3,Lathyrus,Control,2.8125,0.18717489,0.18717489,0.526429378
32,5,149,79,1,Prunella,Control,1.6875,0.300380994,0.300380994,0.506892927
32,5,352,182,4,Lathyrus,Drought,1.25,0.383160002,0.383160002,0.478950003
34,5,871,446,1,Lathyrus,Roofed,1.25,0.350786142,0.350786142,0.438482678
32,5,345,179,1,Lathyrus,Roofed,1.09375,NA,0.3729,0.407859375
35,5,569,302,3,Onobrychis,Roofed,0.671875,0.512613234,0.512613234,0.344412017
35,5,369,195,2,Prunella,Control,0.625,0.534023897,0.534023897,0.333764935
35,5,760,398,6,Onobrychis,Drought,0.734375,0.429645924,0.429645924,0.315521225
30,5,341,177,2,Prunella,Roofed,0.875,0.357206535,0.357206535,0.312555718
34,5,164,85,7,Prunella,Roofed,0.75,NA,0.4099,0.307425
33,5,467,241,5,Lathyrus,Control,0.78125,0.376630584,0.376630584,0.294242644
34,5,902,461,1,Lathyrus,Control,1.71875,0.15882027,0.15882027,0.272972339
35,5,579,306,6,Onobrychis,Roofed,0.4296875,0.630024522,0.630024522,0.270713662
34,5,595,313,6,Prunella,Roofed,1,0.26366676,0.26366676,0.26366676
33,5,357,186,10,Prunella,Control,0.890625,0.288040922,0.288040922,0.256536446
30,5,340,177,2,Prunella,Roofed,0.46875,0.534023897,0.534023897,0.250323701
35,5,577,305,7,Onobrychis,Control,0.3984375,0.59991876,0.59991876,0.239030131
33,5,358,186,10,Prunella,Control,0.875,0.269722387,0.269722387,0.236007088
32,5,351,182,4,Lathyrus,Drought,0.625,NA,0.3729,0.2330625
33,5,356,186,10,Prunella,Control,0.53125,0.4363998,0.4363998,0.231837394
35,5,580,306,6,Onobrychis,Roofed,0.3671875,0.622450022,0.622450022,0.228555867
34,5,597,313,6,Prunella,Roofed,0.78125,0.269722387,0.269722387,0.210720614
33,5,359,187,9,Prunella,Drought,0.34375,0.59991876,0.59991876,0.206222074
32,5,323,166,3,Lathyrus,Drought,0.78125,0.26366676,0.26366676,0.205989656
32,5,324,166,3,Lathyrus,Drought,0.546875,0.376630584,0.376630584,0.205969851
35,5,833,429,2,Onobrychis,Drought,0.4375,0.463703219,0.463703219,0.202870158
29,5,777,406,4,Onobrychis,Control,0.328125,0.61490765,0.61490765,0.201766573
34,5,762,399,2,Onobrychis,Roofed,0.296875,0.630024522,0.630024522,0.18703853
35,5,366,194,10,Prunella,Roofed,0.40625,0.45683391,0.45683391,0.185588776
35,5,368,194,10,Prunella,Roofed,0.296875,0.61490765,0.61490765,0.182550709
33,5,462,240,6,Prunella,Roofed,0.28125,0.645270444,0.645270444,0.181482312
34,5,165,86,10,Prunella,Control,0.390625,0.44999366,0.44999366,0.175778773
32,5,350,182,4,Lathyrus,Drought,0.46875,NA,0.3729,0.174796875
34,5,166,86,10,Prunella,Control,0.5,0.344392672,0.344392672,0.172196336
33,5,464,240,6,Prunella,Roofed,0.25,0.645270444,0.645270444,0.161317611
35,5,142,76,4,Onobrychis,Control,0.421875,0.376630584,0.376630584,0.158891028
33,5,360,187,9,Prunella,Drought,0.375,NA,0.4099,0.1537125
34,5,596,313,6,Prunella,Roofed,0.609375,0.251630534,0.251630534,0.153337357
33,5,463,240,6,Prunella,Roofed,0.234375,0.645270444,0.645270444,0.15123526
32,5,830,427,7,Onobrychis,Control,0.28125,0.52685666,0.52685666,0.148178436
35,5,571,302,3,Onobrychis,Roofed,0.2890625,0.505536778,0.505536778,0.146131725
35,5,576,305,7,Onobrychis,Control,0.2734375,0.519719817,0.519719817,0.142110887
32,5,829,427,7,Onobrychis,Control,0.265625,0.534023897,0.534023897,0.141850098
33,5,153,81,7,Prunella,Control,0.5625,0.251630534,0.251630534,0.141542175
35,5,138,75,5,Onobrychis,Drought,0.234375,0.577673055,0.577673055,0.135392122
35,5,759,398,6,Onobrychis,Drought,0.265625,0.498490314,0.498490314,0.13241149
29,5,783,408,4,Onobrychis,Roofed,0.203125,0.645270444,0.645270444,0.131070559
34,5,566,300,8,Prunella,Control,0.25,0.519719817,0.519719817,0.129929954
35,5,172,88,4,Onobrychis,Roofed,0.34375,0.376630584,0.376630584,0.129466763
33,5,327,168,7,Prunella,Control,0.203125,0.630024522,0.630024522,0.127973731
35,5,581,306,6,Onobrychis,Roofed,0.296875,0.429645924,0.429645924,0.127551134
33,5,157,82,5,Prunella,Roofed,0.296875,0.370128623,0.370128623,0.109881935
35,5,837,431,2,Onobrychis,Control,0.1875,0.585056784,0.585056784,0.109698147
32,5,828,427,7,Onobrychis,Control,0.203125,0.534023897,0.534023897,0.108473604
34,5,763,399,2,Onobrychis,Roofed,0.171875,0.630024522,0.630024522,0.108285465
32,5,150,80,4,Prunella,Drought,0.375,0.288040922,0.288040922,0.108015346
35,5,170,87,10,Onobrychis,Control,0.265625,0.40291433,0.40291433,0.107024119
33,5,159,83,7,Prunella,Drought,0.453125,0.23376176,0.23376176,0.105923298
33,5,326,168,7,Prunella,Control,0.171875,0.61490765,0.61490765,0.105687252
35,5,370,195,2,Prunella,Control,0.25,NA,0.4099,0.102475
29,5,781,407,9,Onobrychis,Control,0.171875,0.585056784,0.585056784,0.100556635
34,5,764,401,1,Onobrychis,Drought,0.203125,NA,0.4623,0.093904688
35,5,838,431,2,Onobrychis,Control,0.15625,0.585056784,0.585056784,0.091415123
32,5,148,78,6,Prunella,Roofed,0.375,0.23376176,0.23376176,0.08766066
35,5,616,324,8,Onobrychis,Drought,0.15625,0.534023897,0.534023897,0.083441234
34,5,901,460,3,Lathyrus,Drought,1.25,0.066550348,0.066550348,0.083187934
35,5,582,307,7,Onobrychis,Drought,0.1796875,NA,0.4623,0.083069531
30,5,820,422,6,Onobrychis,Control,0.125,0.645270444,0.645270444,0.080658806
34,5,338,174,5,Lathyrus,Control,0.15625,0.512613234,0.512613234,0.080095818
35,5,174,89,2,Onobrychis,Drought,0.15625,0.505536778,0.505536778,0.078990121
30,5,817,421,4,Onobrychis,Control,0.125,0.607397274,0.607397274,0.075924659
29,5,774,405,3,Onobrychis,Control,0.1171875,0.607397274,0.607397274,0.071179368
35,5,570,302,3,Onobrychis,Roofed,0.265625,0.26366676,0.26366676,0.070036483
34,5,562,298,3,Prunella,Roofed,0.28125,0.245649668,0.245649668,0.069088969
35,5,169,87,10,Onobrychis,Control,0.140625,NA,0.4623,0.065010938
32,5,831,428,1,Onobrychis,Control,0.140625,NA,0.4623,0.065010938
33,5,361,187,9,Prunella,Drought,0.15625,NA,0.4099,0.064046875
35,5,617,324,8,Onobrychis,Drought,0.1171875,0.534023897,0.534023897,0.062580925
29,5,778,406,4,Onobrychis,Control,0.109375,0.570320654,0.570320654,0.062378822
30,5,816,421,4,Onobrychis,Control,0.1015625,0.607397274,0.607397274,0.061688786
35,5,141,76,4,Onobrychis,Control,0.171875,0.350786142,0.350786142,0.060291368
35,5,367,194,10,Prunella,Roofed,0.125,0.47060172,0.47060172,0.058825215
34,5,363,191,2,Lathyrus,Drought,0.15625,NA,0.3729,0.058265625
32,5,826,425,2,Onobrychis,Drought,0.125,NA,0.4623,0.0577875
32,5,146,78,6,Prunella,Roofed,0.25,0.227854452,0.227854452,0.056963613
35,5,171,88,4,Onobrychis,Roofed,0.234375,0.239693454,0.239693454,0.056178153
32,5,823,424,3,Onobrychis,Roofed,0.125,0.429645924,0.429645924,0.053705741
32,5,152,80,4,Prunella,Drought,0.125,NA,0.4099,0.0512375
33,5,156,82,5,Prunella,Roofed,0.125,NA,0.4099,0.0512375
34,5,167,86,10,Prunella,Control,0.125,NA,0.4099,0.0512375
29,5,782,407,9,Onobrychis,Control,0.078125,0.585056784,0.585056784,0.045707561
33,5,155,81,7,Prunella,Control,0.1875,0.227854452,0.227854452,0.04272271
29,5,775,405,3,Onobrychis,Control,0.0703125,0.607397274,0.607397274,0.042707621
30,5,818,421,4,Onobrychis,Control,0.0625,0.607397274,0.607397274,0.03796233
32,5,822,423,1,Onobrychis,Roofed,0.078125,0.484486832,0.484486832,0.037850534
35,5,144,77,3,Onobrychis,Roofed,0.234375,0.15882027,0.15882027,0.037223501
35,5,573,304,5,Onobrychis,Control,0.0859375,0.429645924,0.429645924,0.036922697
29,5,787,409,9,Onobrychis,Roofed,0.078125,NA,0.4623,0.036117188
35,5,757,397,5,Onobrychis,Drought,0.125,0.288040922,0.288040922,0.036005115
33,5,158,82,5,Prunella,Roofed,0.140625,0.251630534,0.251630534,0.035385544
33,5,330,170,4,Prunella,Roofed,0.078125,NA,0.4099,0.032023438
33,5,331,170,4,Prunella,Roofed,0.078125,NA,0.4099,0.032023438
29,5,779,406,4,Onobrychis,Control,0.0546875,0.570320654,0.570320654,0.031189411
30,5,819,422,6,Onobrychis,Control,0.046875,0.645270444,0.645270444,0.030247052
29,5,790,410,4,Onobrychis,Drought,0.0625,NA,0.4623,0.02889375
35,5,832,429,2,Onobrychis,Drought,0.0625,NA,0.4623,0.02889375
34,5,900,460,3,Lathyrus,Drought,0.625,0.045720077,0.045720077,0.028575048
32,5,147,78,6,Prunella,Roofed,0.0625,NA,0.4099,0.02561875
32,5,151,80,4,Prunella,Drought,0.0625,NA,0.4099,0.02561875
34,5,563,298,3,Prunella,Roofed,0.09375,0.245649668,0.245649668,0.023029656
