Row,Plot_ID,FG,FG_Diversity,Date_Surveyed,Subplot_Type,SubplotID,Survey_Number,SurveyID,TaxonomicID,Pollinator_Species_Code,Plant_Species,No_Visits
1,1,2,1,24-Jul-16,C,1.C,2,1.C.2,Diptera,Diptera_med,Crepis_capillaris,5
1,1,2,1,27-Jul-16,D,1.D,2,1.D.2,Diptera,Diptera_med,Daucus_carota,1
1,1,2,1,21-Jul-16,C,1.C,2,1.C.2,Diptera,Diptera_minute,Lathyrus_pratensis,1
1,1,2,1,22-Jul-16,C,1.C,2,1.C.2,Nitidulidae,Pollen_Beetle,Crepis_capillaris,19
1,1,2,1,23-Jul-16,C,1.C,2,1.C.2,Nitidulidae,Pollen_Beetle,Lathyrus_pratensis,2
1,1,2,1,26-Jul-16,D,1.D,2,1.D.2,Nitidulidae,Pollen_Beetle,Crepis_capillaris,3
1,1,2,1,28-Jul-16,R,1.R,2,1.R.2,Nitidulidae,Pollen_Beetle,Crepis_capillaris,14
1,1,2,1,20-Jul-16,R,1.R,1,1.R.1,Apoidea,SolBee_lrg,Crepis_capillaris,4
1,1,2,1,25-Jul-16,C,1.C,2,1.C.2,Syrphidae,Syrphid_med_blackshiny,Crepis_capillaris,1
1,2,3,1,22-Jul-16,R,2.R,2,2.R.2,Apis_melifera,Apis_melifera,Onobrychis_viciifolia,2
1,2,3,1,20-Jul-16,C,2.C,1,2.C.1,Bombus_lapidarius,Bombus_lap,Onobrychis_viciifolia,15
1,2,3,1,20-Jul-16,C,2.C,1,2.C.1,Bombus_lapidarius,Bombus_lap,Vicia_cracca,6
1,2,3,1,22-Jul-16,C,2.C,2,2.C.2,Bombus_lapidarius,Bombus_lap,Onobrychis_viciifolia,25
1,2,3,1,22-Jul-16,C,2.C,2,2.C.2,Bombus_lapidarius,Bombus_lap,Vicia_cracca,1
1,2,3,1,22-Jul-16,D,2.D,2,2.D.2,Bombus_lapidarius,Bombus_lap,Onobrychis_viciifolia,3
1,2,3,1,22-Jul-16,R,2.R,2,2.R.2,Bombus_lapidarius,Bombus_lap,Onobrychis_viciifolia,15
1,2,3,1,22-Jul-16,D,2.D,2,2.D.2,Diptera,Diptera_med,Daucus_carota,3
1,2,3,1,20-Jul-16,D,2.D,1,2.D.1,Diptera,Diptera_minute,Daucus_carota,1
1,2,3,1,20-Jul-16,R,2.R,1,2.R.1,Diptera,Diptera_minute,Leucanthemum_vulgare,1
1,2,3,1,22-Jul-16,D,2.D,2,2.D.2,Eristalis_spp,Eristalis_lrg,Daucus_carota,1
1,2,3,1,20-Jul-16,R,2.R,1,2.R.1,Hemiptera,Heteroptera,Onobrychis_viciifolia,1
1,2,3,1,20-Jul-16,R,2.R,1,2.R.1,Sarcophagidae,Sarcoph,Onobrychis_viciifolia,1
1,3,12,2,20-Jul-16,C,3.C,1,3.C.1,Hemiptera,Heteroptera,Onobrychis_viciifolia,1
1,3,12,2,21-Jul-16,C,3.C,2,3.C.2,Nitidulidae,Pollen_Beetle,Crepis_capillaris,2
1,3,12,2,20-Jul-16,C,3.C,1,3.C.1,Syrphidae,Syrphid_med_shiny_yb,Daucus_carota,1
1,3,12,2,20-Jul-16,C,3.C,1,3.C.1,Syrphidae,Syrphid_med_shiny_yb,Prunella_vulgaris,3
1,3,12,2,21-Jul-16,C,3.C,2,3.C.2,Thysanoptera,Thrip,Lotus_corniculatus,1
1,4,13,2,22-Jul-16,C,4.C,2,4.C.2,Apis_melifera,Apis_melifera,Onobrychis_viciifolia,1
1,4,13,2,22-Jul-16,C,4.C,2,4.C.2,Bombus_lapidarius,Bombus_lap,Onobrychis_viciifolia,1
1,5,1,1,22-Jul-16,C,5.C,2,5.C.2,Bombus_lapidarius,Bombus_lap,Trifolium_pratense,1
1,5,1,1,20-Jul-16,D,5.D,1,5.D.1,Diptera,Diptera_med,Daucus_carota,4
1,5,1,1,22-Jul-16,C,5.C,2,5.C.2,Diptera,Diptera_med,Daucus_carota,1
1,5,1,1,22-Jul-16,R,5.R,2,5.R.2,Diptera,Diptera_med,Leontodon_hispidus,1
1,5,1,1,20-Jul-16,D,5.D,1,5.D.1,Diptera,Diptera_small,Daucus_carota,3
1,5,1,1,22-Jul-16,D,5.D,2,5.D.2,Diptera,Diptera_small,Leontodon_hispidus,1
1,5,1,1,22-Jul-16,D,5.D,2,5.D.2,Eristalis_spp,Eristalis_med,Daucus_carota,14
1,5,1,1,22-Jul-16,R,5.R,2,5.R.2,Nitidulidae,Pollen_Beetle,Clinopodium_vulgare,1
1,5,1,1,22-Jul-16,R,5.R,2,5.R.2,Nitidulidae,Pollen_Beetle,Leontodon_hispidus,2
1,5,1,1,22-Jul-16,D,5.D,2,5.D.2,Sepsidae,Sepsidae,Daucus_carota,1
1,5,1,1,22-Jul-16,C,5.C,2,5.C.2,Apoidea,SolBee_small,Daucus_carota,1
1,5,1,1,20-Jul-16,D,5.D,1,5.D.1,Syrphidae,Syrphid,Daucus_carota,4
1,5,1,1,22-Jul-16,D,5.D,2,5.D.2,Syrphidae,Syrphid_med,Trifolium_repens,1
1,5,1,1,20-Jul-16,R,5.R,1,5.R.1,Syrphidae,Syrphid_med_blackshiny,Crepis_capillaris,2
1,5,1,1,20-Jul-16,C,5.C,1,5.C.1,Syrphidae,Syrphid_med_shiny_yb,Daucus_carota,1
1,5,1,1,20-Jul-16,D,5.D,1,5.D.1,Syrphidae,Syrphid_med_shiny_yb,Daucus_carota,1
1,5,1,1,20-Jul-16,D,5.D,1,5.D.1,Syrphidae,Syrphid_med_yb,Daucus_carota,1
1,5,1,1,22-Jul-16,C,5.C,2,5.C.2,Syrphidae,Syrphid_med_yb,Daucus_carota,6
1,6,23,2,22-Jul-16,C,6.C,2,6.C.2,Bombus_lapidarius,Bombus_lap,Onobrychis_viciifolia,7
1,6,23,2,20-Jul-16,C,6.C,1,6.C.1,Diptera,Diptera_minute,Leucanthemum_vulgare,1
1,6,23,2,20-Jul-16,C,6.C,1,6.C.1,Diptera,Diptera_small,Daucus_carota,1
1,6,23,2,20-Jul-16,C,6.C,1,6.C.1,Apoidea,SolBee_small,Prunella_vulgaris,1
1,6,23,2,20-Jul-16,C,6.C,1,6.C.1,Syrphidae,Syrphid_med_blackshiny,Leucanthemum_vulgare,1
1,7,123,3,20-Jul-16,R,7.R,1,7.R.1,Bombus_lapidarius,Bombus_lap,Lotus_corniculatus,2
1,7,123,3,20-Jul-16,R,7.R,1,7.R.1,Bombus_lapidarius,Bombus_lap,Onobrychis_viciifolia,7
1,7,123,3,20-Jul-16,C,7.C,1,7.C.1,Diptera,Diptera_small,Daucus_carota,5
1,7,123,3,22-Jul-16,C,7.C,2,7.C.2,Eristalis_spp,Eristalis_med,Daucus_carota,6
1,7,123,3,22-Jul-16,D,7.D,2,7.D.2,Eristalis_spp,Eristalis_med,Daucus_carota,10
1,7,123,3,20-Jul-16,D,7.D,1,7.D.1,Hemiptera,Heteroptera,Galium_verum,1
1,7,123,3,22-Jul-16,D,7.D,2,7.D.2,Oedemera_nobilis,Oedemera_nobilis,Daucus_carota,1
1,7,123,3,22-Jul-16,R,7.R,2,7.R.2,Oedemera_nobilis,Oedemera_nobilis,Daucus_carota,1
1,7,123,3,22-Jul-16,R,7.R,2,7.R.2,Oedemera_nobilis,Oedemera_nobilis,Onobrychis_viciifolia,3
1,7,123,3,20-Jul-16,D,7.D,1,7.D.1,Parasitica,Parastic_Wasp_minute,Daucus_carota,7
1,7,123,3,22-Jul-16,C,7.C,2,7.C.2,Scathophagidae,Scathophagidae,Daucus_carota,1
1,7,123,3,20-Jul-16,R,7.R,1,7.R.1,Apoidea,SolBee_med,Onobrychis_viciifolia,3
1,7,123,3,22-Jul-16,R,7.R,2,7.R.2,Stratiomyidae,Stratiomyidae,Daucus_carota,6
1,7,123,3,20-Jul-16,C,7.C,1,7.C.1,Syrphidae,Syrphid_med_blackshiny,Daucus_carota,4
1,7,123,3,20-Jul-16,C,7.C,1,7.C.1,Syrphidae,Syrphid_med_blackshiny,Leucanthemum_vulgare,1
1,7,123,3,20-Jul-16,D,7.D,1,7.D.1,Syrphidae,Syrphid_med_blackshiny,Daucus_carota,1
1,7,123,3,20-Jul-16,D,7.D,1,7.D.1,Syrphidae,Syrphid_small_metallic,Daucus_carota,1
2,8,1,1,18-Jul-16,C,8.C,1,8.C.1,Diptera,Diptera_med,Hypochaeris_radicata,1
2,8,1,1,18-Jul-16,D,8.D,1,8.D.1,Diptera,Diptera_med,Daucus_carota,7
2,8,1,1,20-Jul-16,C,8.C,2,8.C.2,Diptera,Diptera_med,Hypochaeris_radicata,1
2,8,1,1,20-Jul-16,D,8.D,2,8.D.2,Diptera,Diptera_med,Daucus_carota,2
2,8,1,1,18-Jul-16,D,8.D,1,8.D.1,Diptera,Diptera_minute,Daucus_carota,1
2,8,1,1,20-Jul-16,C,8.C,2,8.C.2,Diptera,Diptera_small,Daucus_carota,2
2,8,1,1,20-Jul-16,R,8.R,2,8.R.2,Diptera,Diptera_small,Daucus_carota,1
2,8,1,1,18-Jul-16,C,8.C,1,8.C.1,Empididae,Empid,Leontodon_hispidus,2
2,8,1,1,18-Jul-16,D,8.D,1,8.D.1,Empididae,Empid,Daucus_carota,1
2,8,1,1,18-Jul-16,D,8.D,1,8.D.1,Eristalis_spp,Eristalis_med,Daucus_carota,1
2,8,1,1,20-Jul-16,C,8.C,2,8.C.2,Hemiptera,Heteroptera_med,Daucus_carota,1
2,8,1,1,20-Jul-16,R,8.R,2,8.R.2,Hemiptera,Heteroptera_med,Trifolium_repens,1
2,8,1,1,20-Jul-16,R,8.R,2,8.R.2,Lepidoptera,Lepidoptera,Trifolium_repens,1
2,8,1,1,20-Jul-16,C,8.C,2,8.C.2,Parasitica,Parastic_Wasp_minute,Daucus_carota,3
2,8,1,1,20-Jul-16,R,8.R,2,8.R.2,Nitidulidae,Pollen_Beetle,Leontodon_hispidus,1
2,8,1,1,20-Jul-16,R,8.R,2,8.R.2,Nitidulidae,Pollen_Beetle,Trifolium_repens,1
2,8,1,1,20-Jul-16,D,8.D,2,8.D.2,Sarcophagidae,Sarcoph,Daucus_carota,1
2,8,1,1,18-Jul-16,D,8.D,1,8.D.1,Sepsidae,Sepsidae,Daucus_carota,1
2,8,1,1,18-Jul-16,C,8.C,1,8.C.1,Syrphidae,Syrphid_med_blackshiny,Leontodon_hispidus,1
2,8,1,1,18-Jul-16,D,8.D,1,8.D.1,Syrphidae,Syrphid_med_shiny_yb,Daucus_carota,2
2,9,12,2,20-Jul-16,C,9.C,1,9.C.1,Diptera,Diptera_med,Crepis_capillaris,1
2,9,12,2,22-Jul-16,C,9.C,2,9.C.2,Diptera,Diptera_med,Daucus_carota,1
2,9,12,2,22-Jul-16,C,9.C,2,9.C.2,Eristalis_spp,Eristalis_med,Crepis_capillaris,2
2,9,12,2,22-Jul-16,C,9.C,2,9.C.2,Eristalis_spp,Eristalis_med,Daucus_carota,2
2,9,12,2,22-Jul-16,C,9.C,2,9.C.2,Opiliones,Opiliones,Daucus_carota,1
2,9,12,2,20-Jul-16,C,9.C,1,9.C.1,Parasitica,Parastic_Wasp_minute,Daucus_carota,2
2,9,12,2,20-Jul-16,C,9.C,1,9.C.1,Nitidulidae,Pollen_Beetle,Crepis_capillaris,7
2,9,12,2,22-Jul-16,C,9.C,2,9.C.2,Nitidulidae,Pollen_Beetle,Crepis_capillaris,7
2,9,12,2,22-Jul-16,C,9.C,2,9.C.2,Sepsidae,Sepsidae,Daucus_carota,2
2,9,12,2,22-Jul-16,C,9.C,2,9.C.2,Syrphidae,Syrphid_med,Daucus_carota,1
2,9,12,2,22-Jul-16,C,9.C,2,9.C.2,Syrphidae,Syrphid_med,Lotus_corniculatus,1
2,10,2,1,18-Jul-16,D,10.D,1,10.D.1,Diptera,Diptera_med,Hypochaeris_radicata,3
2,10,2,1,20-Jul-16,D,10.D,2,10.D.2,Diptera,Diptera_med,Crepis_capillaris,1
2,10,2,1,18-Jul-16,R,10.R,1,10.R.1,Diptera,Diptera_small,Daucus_carota,1
2,10,2,1,20-Jul-16,C,10.C,2,10.C.2,Diptera,Diptera_small,Rhianthus_minor,1
2,10,2,1,20-Jul-16,R,10.R,2,10.R.2,Diptera,Diptera_small,Daucus_carota,2
2,10,2,1,20-Jul-16,C,10.C,2,10.C.2,Hemiptera,Heteroptera_small,Prunella_vulgaris,1
2,10,2,1,20-Jul-16,D,10.D,2,10.D.2,Parasitica,Parastic_Wasp_minute,Clinopodium_vulgare,1
2,10,2,1,20-Jul-16,D,10.D,2,10.D.2,Nitidulidae,Pollen_Beetle,Crepis_capillaris,6
2,10,2,1,20-Jul-16,C,10.C,2,10.C.2,Syrphidae,Syrphid_small_yb,Crepis_capillaris,3
2,10,2,1,20-Jul-16,C,10.C,2,10.C.2,Syrphidae,Syrphid_small_yb,Lotus_corniculatus,1
2,10,2,1,20-Jul-16,R,10.R,2,10.R.2,Syrphidae,Syrphid_small_yb,Daucus_carota,2
2,11,123,3,18-Jul-16,R,11.R,1,11.R.1,Apis_melifera,Apis_melifera,Achillea_millefolium,0
2,11,123,3,21-Jul-16,C,11.C,2,11.C.2,Diptera,Diptera_med,Daucus_carota,2
2,11,123,3,21-Jul-16,D,11.D,2,11.D.2,Diptera,Diptera_med,Crepis_capillaris,2
2,11,123,3,21-Jul-16,C,11.C,2,11.C.2,Diptera,Diptera_small,Daucus_carota,1
2,11,123,3,21-Jul-16,D,11.D,2,11.D.2,Empididae,Empid,Daucus_carota,1
2,11,123,3,18-Jul-16,D,11.D,1,11.D.1,Eristalis_spp,Eristalis_med,Hypochaeris_radicata,1
2,11,123,3,18-Jul-16,D,11.D,1,11.D.1,Muscidae,Muscidae,Daucus_carota,1
2,11,123,3,21-Jul-16,D,11.D,2,11.D.2,Oedemera_nobilis,Oedemera_nobilis,Leucanthemum_vulgare,2
2,11,123,3,21-Jul-16,D,11.D,2,11.D.2,Oedemera_nobilis,Oedemera_nobilis,Onobrychis_viciifolia,1
2,11,123,3,21-Jul-16,C,11.C,2,11.C.2,Parasitica,Parastic_Wasp_minute,Daucus_carota,1
2,11,123,3,18-Jul-16,C,11.C,1,11.C.1,Pyrochroa_spp,Pyrochroa,Daucus_carota,2
2,11,123,3,21-Jul-16,C,11.C,2,11.C.2,Apoidea,SolBee_small,Daucus_carota,2
2,11,123,3,18-Jul-16,D,11.D,1,11.D.1,Syrphidae,Syrphid_med_blackshiny,Hypochaeris_radicata,1
2,12,23,2,18-Jul-16,C,12.C,1,12.C.1,Diptera,Diptera_med,Hypochaeris_radicata,2
2,12,23,2,18-Jul-16,C,12.C,1,12.C.1,Eristalis_spp,Eristalis_med,Hypochaeris_radicata,1
